Items,densite,melt,COULEUR,I_CM,I_G,I_F
LDPE,0.925,1.42,MIX,OFF,1.0,RP
LDPE,0.925,1.95,BLU,OFF,1.0,RP
LDPE,0.925,1.32,MIX,OFF,1.0,RP
LDPE,0.925,1.34,MIX,OFF,1.0,RP
LDPE,0.925,1.82,BLU,OFF,1.0,RP
LDPE,0.925,1.7,MIX,OFF,1.0,RG
EVA,0.928,1.99,MIX,X,1.0,RG
EVA,0.921,1.28,MIX,X,1.0,RG
HDPE,0.974,0.91,WH,EXT,1.0,RG
HDPE,0.956,9.8,BK,INJ,1.0,RP
LDPE,0.925,6.5,MIX,INJ,1.0,RG
LDPE,0.923,8.3,MIX,INJ,1.0,RG
LDPE,0.91,6.2,MIX,INJ,1.0,RG
LLDPE,0.923,14.4,MIX,INJ,1.0,RG
LLDPE,0.923,14.4,RED,INJ,1.0,RG
PE/PP,0.954,16.0,MIX,INJ,1.0,RG
PE/PP,0.956,15.0,MIX,INJ,1.0,RG
EVA,0.925,0.78,MIX,EXT,1.0,RP
EVA,0.921,1.33,MIX,EXT,1.0,RP
EVA,0.91,1.4,MIX,EXT,1.0,RP
EVA,0.925,1.32,MIX,EXT,1.0,RP
HDPE,0.973,0.56,MIX,EXT,HF,RP
HDPE,0.972,0.57,MIX,EXT,HF,RP
HDPE,0.971,0.63,MIX,EXT,HF,RP
HDPE,0.974,0.92,WH,EXT,1.0,RG
HDPE,0.974,0.95,WH,EXT,1.0,RG
HDPE,0.974,0.85,WH,EXT,1.0,RG
PE/PP,0.943,8.4,MIX,INJ,1.0,RG
PE/PP,0.925,17.38,MIX,INJ,1.0,RG
PE/PP,0.938,14.8,MIX,INJ,1.0,RG
PE/PP,0.928,13.08,MIX,INJ,1.0,RG
PE/PP,0.925,14.96,MIX,INJ,1.0,RG
PE/PP,0.91,9.84,MIX,INJ,1.0,RG
PE/PP,0.926,12.64,MIX,INJ,1.0,D
HDPE,0.96,0.3,MIX,EXT,1.0,RG
HDPE,0.952,6.44,MIX,INJ,1.0,RG
HDPE,0.956,7.9,MIX,INJ,1.0,RG
HDPE,0.949,6.58,MIX,INJ,1.0,RG
HDPE,0.945,7.24,MIX,INJ,1.0,RG
LDPE,0.99,0.65,MIX,EXT,1.0,RP
HDPE,0.99,0.38,MIX,EXT,CH,RG
HDPE,0.98,0.46,MIX,EXT,CH,RG
HDPE,0.99,0.35,MIX,EXT,CH,RG
HDPE,1.0,0.5,MIX,EXT,CH,RG
HDPE,0.949,0.17,MIX,EXT,1.0,RP
HDPE,0.954,1.26,MIX,OFF,1.0,RP
HDPE,0.954,0.65,MIX,EXT,1.0,RP
HDPE,0.949,0.14,MIX,EXT,1.0,RP
HDPE,0.959,2.45,MIX,OFF,1.0,RP
HDPE,0.98,0.71,BK,EXT,1.0,RP
HDPE,0.98,0.6,BK,EXT,1.0,RP
HDPE,0.98,0.73,BK,EXT,1.0,RP
HDPE,0.98,0.8,BK,EXT,1.0,RP
HDPE,0.982,0.78,BK,EXT,1.0,RP
HDPE,0.941,8.26,MIX,INJ,1.0,RG
HDPE,0.959,0.57,MIX,EXT,1.0,RG
HDPE,0.96,7.0,MIX,INJ,1.0,RG
LLDPE,0.973,16.3,MIX,INJ,CH,RG
LLDPE,0.943,15.0,MIX,INJ,CH,RG
HMW,0.927,3.74,MIX,EXT,1.0,RG
PE/PP,0.925,0.66,MIX,EXT,1.0,RG
PE/PP,0.958,0.48,MIX,EXT,1.0,RG
PE/PP,0.948,0.46,MIX,EXT,1.0,RG
HMW,0.959,5.28,MIX,EXT,1.0,RG
HMW,0.956,7.63,MIX,EXT,1.0,RG
HMW,0.962,2.92,MIX,EXT,1.0,RG
HDPE,0.956,10.45,MIX,INJ,1.0,RG
HDPE,0.959,12.6,MIX,INJ,1.0,RG
HDPE,0.966,6.75,MIX,INJ,1.0,RG
HDPE,0.949,12.2,MIX,INJ,1.0,RG
HDPE,0.963,0.44,MIX,EXT,HF,RP
HDPE,0.963,0.51,MIX,EXT,HF,RP
HDPE,0.925,9.2,MIX,INJ,1.0,RG
HDPE,0.961,0.87,MIX,EXT,1.0,RG
PE/PP,0.951,0.27,MIX,EXT,1.0,RG
PE/PP,0.958,0.42,MIX,EXT,1.0,RG
HDPE,0.956,0.61,MIX,EXT,2.0,RG
HDPE,0.958,0.62,MIX,EXT,1.0,RG
HDPE,0.956,2.1,MIX,INJ,1.0,RG
HDPE,0.954,9.9,MIX,INJ,1.0,RG
HDPE,0.954,10.8,MIX,INJ,1.0,RG
HDPE,1.0,0.37,MIX,EXT,HF,RP
HDPE,1.0,0.35,MIX,EXT,HF,RP
HDPE,1.0,0.2,MIX,EXT,HF,RP
HDPE,1.0,0.36,MIX,EXT,HF,RP
LDPE,0.92,1.32,MIX,EXT,1.0,RP
LDPE,0.923,1.31,MIX,EXT,1.0,RP
LDPE,0.925,1.33,MIX,EXT,1.0,RP
LDPE,0.925,1.27,MIX,EXT,1.0,RP
LDPE,0.925,0.89,NAT,EXT,1.0,WS
HDPE,0.951,0.35,NAT,EXT,1.0,WS
MDPE,0.954,0.88,MIX,EXT,1.0,RP
MDPE,0.943,0.73,MIX,EXT,1.0,RP
MDPE,0.942,0.72,MIX,EXT,1.0,RP
MDPE,0.952,0.69,MIX,EXT,1.0,RP
MDPE,0.942,0.69,MIX,EXT,1.0,RP
HDPE,0.952,3.9,NAT,INJ,1.0,WS
HMW,0.956,12.1,BK,EXT,1.0,RP
HDPE,0.951,0.43,YELI,EXT,1.0,WS
HDPE,0.951,0.3,NAT,EXT,1.0,WS
HDPE,0.953,0.28,MIX,EXT,L,RG
HDPE,0.954,0.28,MIX,EXT,L,RG
HDPE,0.952,0.27,MIX,EXT,L,RG
LDPE,0.932,3.35,MIX,EXT,1.0,RG
LDPE,0.928,2.72,MIX,EXT,1.0,RG
HDPE,0.963,0.61,MIX,EXT,1.0,RG
HDPE,0.966,0.63,MIX,EXT,1.0,RG
HDPE,0.959,0.89,MIX,EXT,1.0,RG
LDPE,0.91,1.91,CL,OFF,3.0,RP
LDPE,0.91,1.99,MIX,OFF,1.0,RP
LDPE,0.925,2.08,CL,OFF,2.0,RP
LDPE,0.91,2.0,MIX,OFF,1.0,RP
LDPE,0.91,2.17,MIX,OFF,1.0,RP
LDPE,0.91,1.99,BLU,OFF,1.0,RP
LDPE,0.91,2.1,MIX,OFF,1.0,RP
LDPE,0.925,2.0,BLU,OFF,1.0,RP
LDPE,0.91,2.0,BLU,OFF,1.0,RP
LDPE,0.91,1.88,MIX,OFF,1.0,RP
HMW,0.955,3.15,MIX,EXT,1.0,RG
HMW,0.958,2.8,MIX,EXT,1.0,RG
HMW,0.952,5.3,MIX,EXT,1.0,RG
HMW,0.954,2.1,MIX,EXT,1.0,RG
HMW,0.99,14.0,MIX,EXT,CH,RG
LDPE,1.0,0.71,MIX,EXT,1.0,RP
LDPE,1.0,0.99,MIX,EXT,1.0,RP
LDPE,1.0,1.1,MIX,EXT,1.0,RP
LDPE,1.0,0.64,MIX,EXT,1.0,RP
HDPE,1.0,0.48,MIX,EXT,HF,RP
HDPE,0.956,6.8,MIX,INJ,1.0,RP
HDPE,0.954,1.53,MIX,OFF,C,RP
HDPE,0.99,2.5,MIX,OFF,HF,RP
HDPE,0.99,0.84,MIX,EXT,HF,RP
HDPE,0.98,1.064,MIX,OFF,HF,RP
HDPE,0.98,0.54,MIX,EXT,2.0,RP
HDPE,0.98,0.5,MIX,EXT,HF,RP
HDPE,0.98,0.61,MIX,EXT,HF,RP
HDPE,0.99,0.51,MIX,EXT,HF,RP
HDPE,0.97,0.55,MIX,EXT,HF,RP
HDPE,0.97,0.44,MIX,EXT,HF,RP
LDPE,0.91,0.87,BK,EXT,1.0,RP
LDPE,0.91,0.84,BK,EXT,1.0,RP
LDPE,0.91,0.87,MIX,EXT,1.0,RP
HDPE,0.965,5.98,MIX,INJ,1.0,RG
HDPE,0.91,5.2,MIX,INJ,1.0,RG
HDPE,0.91,5.1,MIX,INJ,1.0,RG
PP/PE,0.933,4.1,MIX,OFF,C,RG
HDPE,0.95,0.27,MIX,EXT,1.0,RG
HDPE,0.99,0.28,MIX,EXT,HF,RP
LDPE,0.925,0.97,WH,EXT,1.0,RP
LDPE,0.925,0.77,WH,EXT,1.0,RP
LDPE,0.925,0.65,WH,EXT,1.0,RP
EVA,0.91,0.57,MIX,X,1.0,RG
LDPE,1.0,15.76,MIX,INJ,1.0,RG
HDPE,0.958,16.85,MIX,HM,1.0,RG
HDPE,0.953,9.84,MIX,INJ,1.0,RG
HDPE,0.968,9.4,MIX,INJ,1.0,RG
HDPE,0.963,0.31,MIX,EXT,1.0,RG
HDPE,0.954,4.47,MIX,INJ,1.0,RG
HDPE,0.954,4.48,MIX,INJ,1.0,RG
HDPE,0.954,4.53,MIX,INJ,1.0,RG
HDPE,0.952,3.6,MIX,INJ,1.0,RG
LDPE,0.937,5.1,WH,INJ,CH,RP
LDPE,0.949,4.2,WH,INJ,CH,RP
LDPE,0.951,3.1,WH,INJ,CH,RP
LDPE,0.945,5.08,WH,INJ,CH,RP
LDPE,0.938,4.8,WH,INJ,CH,RP
LDPE,0.932,6.92,WH,INJ,CH,RP
LDPE,0.949,7.61,WH,INJ,CH,RP
LDPE,0.947,4.7,WH,INJ,CH,RP
LDPE,0.951,6.2,WH,INJ,CH,RP
LDPE,0.946,4.2,WH,INJ,CH,RP
LDPE,0.952,5.4,WH,INJ,CH,RP
LDPE,0.932,3.1,WH,INJ,CH,RP
LDPE,0.949,4.7,WH,INJ,CH,RP
LDPE,0.951,7.1,WH,INJ,CH,RP
LDPE,0.937,4.5,WH,INJ,CH,RP
LDPE,0.951,4.6,WH,INJ,CH,RP
HDPE,0.96,0.16,MIX,EXT,L,RG
HDPE,0.961,0.18,MIX,EXT,L,RG
HDPE,0.958,0.27,MIX,EXT,L,RG
HDPE,0.965,0.12,MIX,EXT,L,RG
LDPE,0.933,8.07,MIX,INJ,1.0,RG
LDPE,0.925,8.11,MIX,INJ,1.0,RG
LDPE,0.925,6.6,MIX,INJ,1.0,RG
LDPE,0.933,8.41,MIX,INJ,1.0,RG
LDPE,0.933,7.5,MIX,INJ,1.0,RG
LDPE,0.952,8.7,MIX,HM,1.0,RG
LDPE,0.952,8.38,MIX,INJ,1.0,RG
LDPE,0.932,9.44,MIX,INJ,1.0,RG
HDPE,0.942,7.68,MIX,INJ,1.0,RG
HDPE,0.938,8.18,MIX,INJ,1.0,RG
LLDPE,0.949,4.6,MIX,INJ,1.0,RP
LLDPE,0.937,6.6,MIX,INJ,1.0,RP
LLDPE,0.925,5.9,MIX,INJ,1.0,RP
LLDPE,0.965,7.0,MIX,INJ,1.0,RP
LLDPE,0.932,6.2,MIX,INJ,1.0,RP
LLDPE,0.932,16.0,MIX,INJ,1.0,RP
LLDPE,0.946,11.2,MIX,INJ,1.0,RP
LLDPE,0.956,10.7,MIX,INJ,1.0,RP
LLDPE,0.945,10.15,MIX,INJ,1.0,RP
LLDPE,0.951,12.0,MIX,INJ,1.0,RP
LLDPE,0.925,16.0,MIX,INJ,1.0,RP
LLDPE,0.971,6.5,MIX,INJ,1.0,RP
LLDPE,0.949,7.8,MIX,INJ,1.0,RP
LLDPE,0.942,6.3,MIX,INJ,1.0,RP
LLDPE,0.946,9.5,MIX,INJ,1.0,RP
LLDPE,0.938,5.35,MIX,INJ,1.0,RP
LLDPE,0.925,9.7,MIX,INJ,1.0,RP
LLDPE,0.942,12.0,MIX,INJ,1.0,RP
LLDPE,0.942,17.0,MIX,INJ,1.0,RP
LLDPE,0.954,6.0,MIX,INJ,1.0,RP
LLDPE,0.946,3.0,MIX,EXT,1.0,RP
LLDPE,0.942,13.0,MIX,INJ,1.0,RP
LLDPE,0.969,11.9,MIX,INJ,1.0,RP
LLDPE,0.925,10.5,MIX,INJ,1.0,RP
LLDPE,0.949,10.0,MIX,INJ,1.0,RP
LLDPE,0.925,12.0,MIX,INJ,1.0,RP
LLDPE,1.0,8.75,MIX,INJ,1.0,RP
LLDPE,0.925,14.7,MIX,INJ,1.0,RP
LDPE,0.9253,1.29,MIX,EXT,1.0,RG
LDPE,0.935,0.83,MIX,EXT,1.0,RG
LDPE,0.93,1.06,MIX,EXT,1.0,RG
MDPE,0.932,3.48,MIX,OFF,1.0,RP
MDPE,0.934,3.53,MIX,OFF,1.0,RP
MDPE,0.932,3.9,MIX,OFF,1.0,RP
MDPE,0.938,3.2,MIX,OFF,1.0,RP
HDPE,0.98,0.24,MIX,EXT,HF,RP
HDPE,0.982,0.41,MIX,EXT,HF,RP
HDPE,0.98,0.69,MIX,EXT,HF,RP
HDPE,0.99,0.3,MIX,EXT,HF,RP
HDPE,0.98,0.6,MIX,EXT,HF,RP
LDPE,0.947,1.16,MIX,EXT,1.0,RP
LDPE,0.933,0.75,MIX,EXT,1.0,RP
LDPE,0.941,1.04,MIX,EXT,1.0,RP
LDPE,0.951,0.98,MIX,EXT,1.0,RP
LDPE,0.954,0.37,MIX,EXT,1.0,RP
LDPE,0.937,0.92,MIX,EXT,1.0,RP
LDPE,0.937,1.39,MIX,EXT,1.0,RP
HDPE,0.973,8.44,MIX,INJ,1.0,RG
LDPE,0.91,1.88,MIX,EXT,1.0,RP
LDPE,0.92,1.98,MIX,EXT,1.0,RP
LDPE,0.925,1.95,MIX,EXT,1.0,RP
PE/PP,0.947,7.52,MIX,INJ,1.0,RG
PE/PP,0.934,6.13,MIX,INJ,1.0,RG
PE/PP,0.943,7.68,MIX,INJ,1.0,RG
HDPE,0.956,0.82,BK,EXT,1.0,RG
HDPE,0.959,0.68,BK,EXT,1.0,RG
HDPE,0.962,0.66,BK,EXT,1.0,RG
HDPE,0.959,0.59,BK,EXT,1.0,RG
HDPE,0.962,0.69,BK,EXT,1.0,RG
HDPE,0.962,0.68,BK,EXT,1.0,RG
HDPE,0.956,0.66,BK,EXT,1.0,RG
PE/PP,0.95,3.08,MIX,INJ,1.0,RG
PE/PP,0.956,5.9,MIX,INJ,1.0,RG
PE/PP,0.925,6.4,MIX,INJ,1.0,RG
PE/PP,0.954,6.8,MIX,INJ,1.0,RG
PE/PP,0.946,5.55,MIX,INJ,1.0,RG
HDPE,0.933,8.0,MIX,INJ,1.0,RG
HDPE,0.938,8.87,MIX,INJ,1.0,RG
HMW,0.954,5.72,MIX,EXT,1.0,RG
HMW,0.951,8.3,MIX,EXT,L,RG
HMW,0.958,4.33,MIX,EXT,1.0,RG
HMW,0.962,2.94,MIX,EXT,1.0,RG
HMW,0.948,1.2,MIX,EXT,1.0,RG
HDPE,0.965,0.52,MIX,EXT,L,RG
HDPE,0.925,2.24,MIX,OFF,C,RG
HDPE,0.956,1.6,MIX,OFF,1.0,RG
HDPE,0.937,5.1,MIX,INJ,1.0,RG
PE/PP,0.946,5.06,MIX,INJ,1.0,RP
PE/PP,0.95,6.14,MIX,INJ,1.0,RP
PE/PP,0.951,5.0,MIX,INJ,1.0,RP
PE/PP,0.954,4.7,MIX,INJ,1.0,RP
PE/PP,0.949,8.3,MIX,INJ,1.0,RP
PE/PP,0.951,5.2,MIX,INJ,1.0,RP
PE/PP,0.956,9.7,MIX,INJ,1.0,RG
HDPE,0.955,0.65,BK,EXT,1.0,RP
HDPE,0.956,0.53,BK,EXT,1.0,RP
HDPE,0.956,0.52,BK,EXT,1.0,RP
HDPE,0.956,0.41,BK,EXT,1.0,RP
PE/PP,0.952,4.08,BK,OFF,1.0,RP
PE/PP,0.952,3.77,BK,OFF,1.0,RP
HDPE,0.947,0.48,MIX,EXT,1.0,RG
HDPE,0.957,7.9,MIX,INJ,1.0,RG
HDPE,0.958,11.0,MIX,INJ,1.0,RG
HDPE,0.956,11.0,MIX,INJ,1.0,RG
HDPE,0.959,0.55,MIX,EXT,HF,RP
HDPE,0.962,0.62,MIX,EXT,HF,RP
HDPE,0.962,0.59,MIX,EXT,HF,RP
HDPE,0.959,0.53,MIX,EXT,HF,RP
HDPE,0.956,7.07,MIX,INJ,EMB,RG
HDPE,0.954,6.7,MIX,INJ,EMB,RG
HDPE,0.959,7.54,MIX,INJ,EMB,RG
HDPE,0.956,6.7,MIX,INJ,EMB,RG
HDPE,0.957,7.35,MIX,INJ,EMB,RG
HDPE,0.955,0.17,MIX,EXT,L,RG
HDPE,0.993,0.36,MIX,EXT,HF,RP
HDPE,0.953,0.26,BK,EXT,1.0,RP
HDPE,0.968,0.21,BK,EXT,1.0,RP
HDPE,0.958,0.26,BK,EXT,1.0,RP
HDPE,0.961,0.3,BK,EXT,1.0,RP
HDPE,0.958,0.28,BK,EXT,1.0,RP
HDPE,0.961,0.23,BK,EXT,1.0,RP
HDPE,0.965,0.2,BK,EXT,1.0,RP
HDPE,0.961,0.21,BK,EXT,1.0,RP
HDPE,0.968,0.24,BK,EXT,1.0,RP
HDPE,0.961,0.29,BK,EXT,1.0,RP
HDPE,0.958,0.32,BK,EXT,1.0,RP
HDPE,0.969,0.18,BK,EXT,1.0,RP
HDPE,0.954,19.0,NAT,INJ,1.0,WS
